Country,Indicator ,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Georgia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.640122,1314.67067,757.2235485,550.0155426,519.8575812,578.3446099,689.0594414,807.0322858,851.5259582,673.5434387,749.908535,801.9904139,853.5164537,1010.00798,1305.047486,1642.760938,1996.057129,2635.353882,3324.735879,2822.66743,3233.295943,4021.743306,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936,4722.042423,4696.150586,4255.742993,5042.385528
Ghana,GDP per capita (current US$),183.4280075,190.1965043,195.4693986,211.0397367,230.0617103,265.2924742,267.7167252,214.7852394,200.307094,230.287227,253.5666219,269.3682352,228.8597328,259.7018437,296.8900239,281.4061265,271.1255783,306.809965,345.8344229,372.0601208,402.0607078,372.0774435,345.6413332,337.1633482,355.6667037,352.3527144,435.0681877,374.4703415,372.6839796,365.8896827,398.6370811,433.7732648,409.7463898,370.4194549,328.7445269,379.9879849,397.135755,384.7963283,407.523237,410.3340116,258.4710399,269.0149848,304.564636,367.8213621,417.5080667,492.5440562,913.3938493,1081.166318,1217.064435,1077.662058,1299.345212,1549.462719,1587.560932,2361.090324,2012.264247,1774.074771,1971.956935,2074.290733,2260.860567,2246.625578,2254.153889,2445.290749
Gibraltar,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,354.421365,351.9090455,398.5461528,394.3311424,419.8098708,461.3753125,489.0716041,475.426317,477.7624592,508.1015161,518.3656626,493.8221614,456.4914841,429.7196923,363.4822793,336.1540207,343.6026312,393.7396899,407.3009759,322.41554,453.4037133,659.992931,715.0965267,674.0854826,672.4249304,651.1361134,717.0505359,769.0031667,787.2385644,769.2554754,732.2915119,855.5752706,955.1112811,1052.588091,1078.950006,1174.352972
"Gambia, The",GDP per capita (current US$),,,,,,,106.4132245,109.4537158,93.84769049,100.1017727,112.610651,116.5611998,120.1435044,148.1746571,183.0817649,213.3068921,201.1248785,239.43311,288.0557773,335.8048909,378.312989,332.6806063,318.6078621,304.8374354,244.3733422,298.6604123,234.6562868,265.4916532,305.3136177,310.2993373,331.8177403,695.4109885,695.1553715,711.726181,682.2141569,696.4495843,728.6690719,669.401096,678.6761783,637.9390629,594.1493885,505.4216361,411.7718939,335.906217,642.7562183,665.7202157,662.3628772,780.3810509,924.5098746,833.2813604,860.6364339,762.7631177,742.7776286,700.5160422,607.4299047,660.7235712,690.7804932,679.7550717,732.7207273,772.5055883,757.4131116,835.5944214
Guinea-Bissau,GDP per capita (current US$),,,,,,,,,,,111.6888386,109.3325999,119.7282088,119.7760284,130.3675607,142.2818203,145.8778567,148.978152,158.8667021,153.006192,141.5593514,194.9246536,204.2487981,197.0310455,162.6721541,164.9419353,145.9054808,190.4523799,176.2593916,223.4714185,250.149442,257.7891756,221.7991653,227.0232453,220.9604242,233.2432587,243.4382959,237.1300773,178.8483647,190.6723062,308.9103184,319.9574494,333.0585793,372.0561949,405.0751184,436.4752202,430.0039403,493.7219932,599.9952372,559.4145709,558.1746681,703.6605673,616.375664,634.6620391,623.3130914,603.3993815,661.4578387,738.5499449,802.7673851,749.453747,727.5201717,812.962373
Equatorial Guinea,GDP per capita (current US$),,,34.79058136,40.75147132,46.9760524,234.3440851,243.7690913,247.8441287,225.4865662,221.137218,218.2055377,217.321466,226.0013479,292.4598313,354.3014528,407.71064,418.0080975,429.4165844,,,202.6274483,138.9394517,155.6174781,144.1963121,151.772907,176.4150588,207.052649,243.737477,254.5355336,217.0723884,267.4680729,256.2263358,301.177109,294.0705049,210.4095434,285.5525482,450.6460023,824.5510831,663.7247513,1067.643955,1725.557584,2313.165937,2744.191483,3618.544476,6152.131238,10963.40638,12857.36882,15908.41119,22942.6101,16668.1217,17288.84128,21641.69508,21711.15323,20390.73826,19394.08184,11283.39802,9250.316728,9667.856962,10005.61604,8380.741122,7198.335884,8462.28633
Greece,GDP per capita (current US$),520.3227443,590.7800548,617.0577577,695.2286244,783.705881,899.2812389,997.4304675,1068.114556,1154.438531,1324.058989,1494.387984,1652.325956,1899.675784,2502.814745,2828.748559,3153.235776,3390.544976,3886.374451,4694.633782,5705.949371,5893.661893,5380.26762,5579.234615,5019.878771,4852.565667,4813.711205,5656.505332,6564.884427,7598.028005,7846.678122,9600.185235,10188.36978,11176.45842,10401.98301,11091.28385,12959.32429,13749.11511,13427.83251,13472.13761,13249.66332,12072.92936,12549.03689,14177.57216,18518.37884,21995.47794,22560.14729,24821.93675,28863.97329,32127.98319,29828.75602,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19133.75776,17647.23269,20276.54467
Grenada,GDP per capita (current US$),,,,,,,,,,,,,,,,,,792.4549727,991.2280739,1153.9605,1245.624686,1276.370366,1346.858115,1372.667697,1477.915659,1678.073246,1872.468608,2162.530245,2408.714548,2757.88844,2886.998204,3117.889831,3192.231908,3153.818283,3272.553373,3411.96696,3632.678677,3861.397822,4370.618317,4705.790063,5056.977259,5041.012235,5213.795649,5682.705378,5741.653658,6645.985549,6658.223586,7212.986819,7832.349081,7290.834938,7258.166561,7291.74167,7444.089075,7789.632355,8370.040472,9096.538652,9628.259169,10152.83281,10466.88221,10834.49568,9273.199292,9928.621733
Greenland,GDP per capita (current US$),,,,,,,,,,,1498.276437,1876.503239,2196.711711,2860.280576,3432.706033,4257.949712,4844.676329,5713.954919,7235.549741,8480.694827,9483.173076,8544.058329,7813.690667,7988.170959,7198.702247,7760.828404,11271.32143,14554.38754,16398.01109,16813.68395,18326.80512,18315.1963,18768.93014,16797.45886,18123.96303,21665.7019,21422.35754,19145.49604,20496.66137,20170.43842,19004.10729,19275.47334,20652.87833,27459.76278,32023.45221,32489.78191,35458.12312,39780.95144,44367.05565,44918.56488,43988.33249,47186.98147,45936.76595,47535.58995,50484.92757,44536.40131,48181.87419,50766.59942,54545.29998,53256.24409,54570.37502,
Guatemala,GDP per capita (current US$),252.7561712,253.22729,261.1791338,280.0966364,279.9304645,278.8281385,283.1927246,287.9680471,310.6617452,322.4375294,349.0249756,355.0903711,367.1188811,438.5448512,527.4176968,594.6518036,696.2220153,854.6366434,925.1257445,1027.083696,1143.440402,1217.26402,1200.249234,1212.716559,1234.702641,1233.080944,892.2929065,850.2185121,915.3980653,955.1134609,845.3069621,1011.754966,1093.962908,1164.374025,1293.470198,1424.682543,1487.607658,1649.001602,1755.849582,1619.510736,1664.298958,1550.360366,1682.994501,1737.879287,1859.098363,2068.500129,2251.087963,2490.749127,2802.461962,2651.817123,2852.547327,3228.045741,3355.036919,3522.773706,3779.642336,3994.636913,4173.301666,4454.04815,4478.424646,4638.634943,4603.339643,5025.575573
Guam,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21594.03969,22628.27869,24472.78202,26596.21479,26713.05839,27680.54996,29288.78186,30320.53859,31040.0843,31210.47029,32908.30677,33656.45357,34843.20557,35829.25036,36214.00692,36601.91988,36556.67491,38040.58699,34624.34013,
Guyana,GDP per capita (current US$),297.6764225,315.3854595,321.5452368,282.3040713,305.3663987,327.1157281,344.1680772,370.1596491,334.8422489,358.3219666,379.8958762,395.2029189,395.2923993,420.6656159,588.137017,663.3956652,602.6248473,590.0653705,658.4360002,683.3303919,773.1816708,729.6050922,616.9607897,628.1936565,564.5278745,588.6103534,660.1519,468.138331,551.2621746,509.3737497,533.5383588,468.1583109,499.0317093,602.1438729,712.7128542,816.5354249,927.1885834,988.3413168,951.9124771,926.7403362,954.4003181,955.6653806,974.9491933,997.2113729,1056.423886,1105.506825,3188.67316,3658.479967,4050.786237,4233.766143,4580.698762,4908.566448,5378.810878,5489.140726,5407.147366,5576.825852,5811.397924,6124.95367,6145.819277,6609.51128,6955.939217,9374.80457
High income,GDP per capita (current US$),1372.007466,1434.115616,1528.486014,1626.108169,1753.352587,1882.045178,2042.306698,2168.884699,2328.607685,2536.390016,2743.795754,3010.719476,3457.143724,4142.511518,4626.622312,5115.252292,5526.948158,6207.56339,7377.307008,8457.561653,9369.588549,9434.820745,9276.029857,9509.878915,9853.933841,10277.84264,12394.74125,14267.50796,15952.68119,16570.7485,18474.33512,19379.28878,20721.01053,20720.67597,22146.84845,24395.87706,24442.96555,23870.78091,23811.84118,24858.52869,25224.96379,24822.42601,25723.72913,28653.8671,31694.41026,33295.52822,34919.67493,37953.03345,40116.22615,37307.33378,38836.67113,41742.15873,41524.88924,41805.75112,42455.82354,39847.26178,40475.17746,42118.2044,44571.43358,44774.77502,43282.42346,47886.78459
"Hong Kong SAR, China",GDP per capita (current US$),429.4428744,436.7544115,487.8211341,565.7278104,629.5915258,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.738437,1893.181242,2144.607713,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9071.332602,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36730.8767,38403.77771,40315.28556,42431.88828,43733.91636,46160.42979,48537.56689,48356.0635,46100.97587,49660.63424
Honduras,GDP per capita (current US$),164.6443995,169.9097551,179.8763063,185.0488471,200.4347285,216.8153947,227.7409563,240.5468429,252.5849145,253.2687207,266.1364061,261.2463703,278.616076,307.3448001,338.1553292,356.457397,414.6231405,497.9382908,895.6479864,993.7254974,1078.810346,1066.168742,1090.998237,1110.475663,1183.02593,1232.869615,1287.410739,1362.885102,1262.067151,1128.284091,993.4832532,911.7549816,942.6129447,913.3016313,836.6023818,936.6676543,887.6926123,948.9547702,1023.460734,1002.716922,1093.1081,1133.186372,1134.064445,1158.178083,1217.818021,1308.09197,1430.057614,1583.047451,1739.353377,1789.705553,1904.347152,2088.315547,2144.342363,2102.592449,2206.054397,2302.204411,2342.584904,2453.727115,2510.322943,2574.356751,2405.732848,2831.033021
Heavily indebted poor countries (HIPC),GDP per capita (current US$),107.3399177,107.5673075,114.311615,134.6192176,117.340784,133.6669428,141.9207193,135.5046804,139.7297695,151.2680263,154.4437972,161.9652093,171.7869551,202.3270601,240.1627008,267.1739028,276.2212024,316.2130568,355.7282808,387.3372942,408.4206519,387.3424818,375.1148805,350.3547271,343.7389114,333.0052839,372.4602852,398.9219557,409.0089878,405.8463631,455.6232696,479.5330816,350.4120153,352.6870697,290.6213254,329.5054472,347.2959643,351.91368,362.4664797,354.4554995,374.0848075,353.5937959,369.9689499,407.0059296,455.978168,509.4086592,584.1658882,681.3467481,788.3394882,775.5543467,833.3902877,908.2565059,916.1952723,991.3749964,1024.189222,965.7695501,987.1093103,1065.40861,987.1739045,994.8982809,975.4742618,1057.919242
Croatia,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4917.085371,5283.005005,5312.369502,5691.10952,5246.935968,4887.713716,5412.925136,6293.225299,8129.794584,9747.440771,10621.50746,11797.47447,14046.31681,16416.58681,14653.04355,14067.52312,14757.18034,13401.65662,13837.73164,13762.37286,11933.37738,12527.73986,13629.28959,15227.5601,15311.7669,14132.48656,17398.76598
Haiti,GDP per capita (current US$),70.66108456,68.76433933,70.13804588,71.96218417,77.86259725,82.94760837,84.9852522,83.41190396,81.59295367,85.29579643,70.82617925,76.26374897,76.90186371,94.90457191,112.996202,133.7502478,169.3107588,178.860637,180.273204,195.754238,245.2165669,256.2456189,249.4322126,268.2919292,293.1867733,317.0763459,357.7968297,309.30349,386.7772914,396.6861392,439.944188,483.8736354,308.3713974,251.7528877,285.1188538,363.2655445,368.6318638,415.7707421,455.5418961,499.3029687,805.0256325,735.5211179,692.0301629,542.3335961,667.2825464,781.2766578,804.5245119,1002.888487,1086.938192,1183.604854,1191.972664,1287.95465,1337.335946,1432.837618,1435.13647,1386.854191,1290.380508,1369.063734,1479.345827,1312.770636,1272.367992,1814.674048
Hungary,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.258323,3735.10582,3873.987723,4173.373024,4494.707624,4525.039103,4596.182622,4744.212264,4793.478522,4624.281657,5276.033189,6655.333009,8421.103313,10303.70419,11225.93258,11493.10041,13944.97101,15777.19202,13081.79264,13223.083,14240.2575,12989.18028,13719.95054,14298.83367,12720.71202,13107.37791,14623.69665,16427.37276,16735.65978,16075.97327,18772.67329
IBRD only,GDP per capita (current US$),170.4505039,161.3815111,162.5707617,170.4644457,188.6272359,202.4494827,204.1789618,204.9680043,211.5245334,230.7015257,245.1138629,261.4193196,287.5919592,364.3025736,449.5209148,475.9491645,505.5500097,562.2855712,595.0408005,698.4567112,811.9664094,860.1852348,835.6696404,807.5906522,807.0874716,825.0611258,841.3410958,843.8844996,892.4682106,909.2440368,1028.557363,980.5850466,1015.973616,1075.564191,1172.046948,1312.576364,1414.232988,1479.909859,1418.466191,1364.462235,1467.45532,1468.683598,1474.616427,1639.981113,1933.950909,2288.208443,2685.975836,3302.7373,3924.500888,3768.858814,4539.714719,5319.547737,5594.613089,5844.710354,5980.853387,5547.679602,5540.167966,6058.914633,6387.748819,6473.782551,6176.40377,7241.958363
IDA & IBRD total,GDP per capita (current US$),158.1254075,151.4262558,153.5124517,161.9774408,175.6094547,188.960953,191.7359837,191.8865559,197.8628532,215.8581744,231.2550169,243.8170105,265.6656025,331.8396674,412.3075251,441.4647319,466.0839467,515.4260766,547.9469889,640.328295,743.7489344,820.1707849,789.498116,744.9112393,734.360449,747.7902356,758.8768403,764.7491741,799.6922585,811.543308,915.3181069,877.1762238,894.3407345,936.668637,1010.153442,1129.82942,1216.990702,1268.589646,1217.438965,1173.44377,1260.790045,1257.731182,1265.200191,1401.817086,1646.569515,1938.86413,2270.221332,2769.591636,3279.621665,3146.434078,3759.97122,4343.996248,4552.291849,4751.116991,4859.135489,4509.589868,4493.836521,4879.042932,5110.911271,5168.837517,4925.381242,5720.323923
IDA total,GDP per capita (current US$),97.20955584,100.2205381,105.407725,115.5733146,110.0414722,120.5812388,127.5038135,125.1830222,128.5171878,140.5851011,159.0877403,155.6131649,158.5393041,177.7276353,233.9701363,272.8870839,276.6552782,294.2991959,324.9680573,369.193679,428.0242307,610.8956389,559.6498192,456.7888534,411.033217,408.7479599,402.0848914,421.7902165,405.8368183,400.180298,443.2535529,451.3695783,398.7738209,377.2559724,365.3330282,410.8595064,450.6455971,457.1506322,455.1164976,458.2604099,496.9040661,487.8591692,511.3701405,555.4806623,638.4720813,729.105958,849.5056205,971.1013152,1132.965465,1101.696321,1232.055912,1220.833482,1254.827053,1332.400378,1394.917755,1342.999404,1342.913778,1372.988159,1369.260457,1399.11567,1365.047843,1456.412704
IDA blend,GDP per capita (current US$),100.2031755,104.7299496,109.3203779,112.8821019,120.1378164,127.1840588,134.8404763,132.0588161,135.791111,151.3074198,202.5479282,183.1817095,200.2653303,207.9359554,291.532472,325.8791359,381.8290004,390.572569,411.7869301,490.1476146,609.7455089,1138.364872,1009.296584,743.0931824,618.8092713,603.3247632,528.0268612,524.516611,523.077761,489.9744105,525.3175899,513.4514162,502.2964292,439.8903645,430.6023298,491.9586475,529.1354811,526.5329221,506.7950722,516.4834364,573.992377,559.6731838,604.2309695,663.936382,789.5955566,922.3709761,1127.253062,1269.455983,1472.751356,1363.656517,1556.630147,1742.589635,1882.681302,1997.468021,2093.792195,1972.147153,1861.940378,1787.801592,1835.321807,1852.219116,1740.603808,1857.422562
Indonesia,GDP per capita (current US$),,,,,,,,53.53729568,65.05304384,74.60209639,79.7145354,79.17818799,90.87617148,131.0249053,202.4954054,233.1166609,278.1966702,333.6943767,365.915842,356.9213392,491.5795329,566.5777185,583.6698355,512.9591111,525.3339435,516.9609902,474.8591605,442.2154853,481.781485,530.0032545,585.0765628,631.7828578,681.9383856,827.9052662,912.2032939,1026.393436,1137.410101,1063.712376,463.9481582,671.0986097,780.1902047,748.2576087,900.1775881,1065.64852,1150.261367,1263.287332,1589.801489,1860.002811,2166.854231,2261.247309,3122.362673,3643.047176,3694.35934,3623.927241,3491.637491,3331.695115,3562.816334,3837.578024,3893.859578,4135.233344,3870.55762,4291.812554
IDA only,GDP per capita (current US$),98.85275686,101.1388026,106.8127455,120.7996885,108.3349688,121.0673288,127.8331839,125.6815515,128.9176767,139.5763623,141.5520476,146.2164688,141.7759406,167.537652,211.0657929,253.5361251,229.2198479,251.8921897,288.3610767,315.0333554,341.9595033,339.3210101,327.5805592,309.9207421,305.2275812,309.5273931,339.2465637,371.2295321,347.2689997,355.6096423,402.7811641,421.7636129,346.7884202,346.810579,333.4706753,371.0309565,412.4103053,423.6792343,430.8511906,430.5763102,459.5861423,453.2744687,465.9970207,502.3602957,563.8801096,633.3478377,710.9345197,822.4673948,963.6643453,971.2915334,1069.976001,958.7904642,938.7390353,997.0369037,1041.977873,1024.886105,1080.258622,1162.971829,1133.259641,1169.69953,1175.586605,1254.267846
Isle of Man,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12681.61415,14036.08285,15991.22782,18450.48294,20624.8028,20322.68202,21351.11694,24864.43629,29522.27779,35494.66734,37766.67954,42107.83723,54196.30173,70986.30133,65029.01975,69767.34336,77349.22524,79148.33225,83357.13268,92334.64631,85126.97047,82197.12677,83477.83429,89112.66772,86481.55259,,
India,GDP per capita (current US$),82.18860274,85.35430099,89.88175649,101.1264294,115.5374961,119.3189163,89.99730437,96.33913646,99.87596272,107.6223184,112.4344925,118.6032415,122.9818641,143.7786876,163.4781125,158.036171,161.0920922,186.2135042,205.6933833,224.0010188,266.5778508,270.4706009,274.1113337,291.2381101,276.6679583,296.43515,310.4659328,340.4168345,354.1492482,346.1128885,367.5566089,303.0556077,316.9539272,301.1590023,346.1029514,373.7664808,399.9500747,415.4937978,413.2989322,441.9987604,443.3141938,451.5729973,470.9867868,546.7266135,627.7742417,714.8610154,806.7532806,1028.334772,998.5223415,1101.960838,1357.563727,1458.104066,1443.882435,1449.610451,1573.885642,1605.605445,1732.554242,1980.66702,1998.259076,2072.244897,1933.101069,2277.434347
Not classified,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,GDP per capita (current US$),685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1486.514527,1703.932183,2080.465147,2424.269047,2516.927686,2973.400123,2919.583087,3427.073436,4399.986805,5429.962001,6372.437775,5986.154109,6160.638293,5915.241772,5692.027386,6011.735546,8112.171363,9581.913086,10715.87028,11175.8166,14031.30257,14087.20744,15714.38475,14657.06155,15902.92968,19158.45648,20835.89771,22551.11391,24294.85477,26338.10775,26334.56721,28282.40988,32705.43456,41203.52958,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09062,48655.36616,52177.11268,49026.02307,51533.03457,55599.8508,62012.48493,62861.63912,69774.02897,79107.60499,80886.61574,85422.54287,99152.10257
"Iran, Islamic Rep.",GDP per capita (current US$),191.680825,196.9250906,203.4373696,208.132467,221.3212827,248.3411523,264.9796277,287.0829089,318.9919066,350.9135557,384.9440425,468.9569401,570.3506238,876.2681268,1453.734123,1581.930432,2017.411084,2315.893105,2168.869791,2427.465299,2441.440618,2499.988439,3008.145921,3583.329219,3568.655486,3805.581767,4244.690326,2617.70064,2318.464457,2197.956148,2214.327688,,,1067.307587,1185.686421,1569.255447,1932.805016,1804.336763,1723.835367,1756.896803,1670.009674,1909.412306,1911.678649,2253.935835,2756.198822,3246.051122,3774.358055,4904.666183,5717.314148,5709.948293,6599.660938,8389.273913,8525.768136,6443.029785,5943.048107,5200.680787,5755.802448,6032.065127,4046.341864,3514.042168,2756.749977,
Iraq,GDP per capita (current US$),231.0258708,245.0320867,254.7015332,250.7872054,288.1634817,,,,312.8221085,313.8171509,330.8853685,376.8917646,388.1112804,468.8540124,1018.095783,1151.818714,1471.149534,1591.882266,1847.668968,2852.111974,3850.264419,2693.156529,2936.59679,2747.965495,3090.004177,3112.995764,2970.786753,3492.276687,3773.375417,3873.619309,10356.90305,22.79534531,30.08638701,54.44157978,204.2723883,639.9231244,502.028676,968.5291421,932.3097306,1617.467894,2058.264401,1494.388802,1320.734706,854.8252808,1391.963489,1855.522348,2373.209448,3182.841351,4636.639325,3853.82862,4657.280269,6045.494567,6836.073995,7076.552265,6637.684375,4688.318017,4550.658638,4985.452879,5915.850854,5943.458455,4583.747494,5048.387813
Iceland,GDP per capita (current US$),1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2576.353444,3252.099178,4014.84273,5437.342525,7040.554044,6454.177152,7583.275298,9957.254434,11236.73574,12640.64081,14821.81509,15137.25384,13711.73627,11671.80923,11959.54001,12361.18704,16406.04795,22453.18823,24451.97332,22434.34677,25384.91502,26802.98952,27124.27454,23579.79536,24018.6314,26633.59138,27614.87703,27919.16355,31030.0536,32381.62524,32096.37226,28897.44394,32409.21615,39476.69785,47334.93065,56794.85016,57492.93425,69495.72674,56943.37045,41301.27322,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74469.80406,68941.46223,59264.03409,68383.76534
Israel,GDP per capita (current US$),1229.174748,1436.384439,1094.635848,1257.811405,1375.892256,1429.314605,1513.883606,1468.123862,1647.877274,1852.392539,,,,,,,,,,,,,,,,,,,,,,,,,,18143.4991,19357.10935,19663.03842,19427.07799,19129.19479,21061.48228,20316.24805,18439.64616,18991.37985,19910.61067,20585.13861,21853.14024,24952.54759,29650.77025,27780.46372,30780.02382,33775.512,32667.60687,36499.45611,37847.64994,35808.43643,37330.2618,40774.12961,42063.45313,43951.24773,44177.57122,51430.07968
Italy,GDP per capita (current US$),804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2106.863959,2305.609751,2671.137314,3205.25204,3621.145822,4106.993868,4033.099354,4603.599701,5610.498099,6990.285807,8456.918974,7622.833328,7556.523437,7832.575387,7739.715284,7990.686566,11315.01518,14234.72864,15744.66126,16386.66221,20825.78422,21956.52977,23243.47453,18738.7639,19337.6309,20664.55227,23081.60468,21829.34582,22318.1373,22005.05454,20137.59122,20500.9544,22376.2979,27526.32246,31317.20079,32055.09208,33529.7266,37870.74751,40944.91242,37226.75719,36035.645,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,34622.16967,33673.47545,31834.97262,35551.28499
Jamaica,GDP per capita (current US$),429.2541461,453.0578344,463.8905134,485.2438081,518.8138716,553.4506858,615.9643437,636.6162749,593.6247238,644.0583348,748.9594581,808.6335546,968.9729309,968.9572294,1188.550667,1410.446,1443.053458,1561.735828,1255.731737,1137.027471,1238.839069,1356.016631,1474.235401,1593.184998,1029.136715,899.2567575,1168.097303,1383.761704,1602.195824,1832.758909,1897.690884,1683.331431,1436.567481,2189.528292,2173.165848,2596.010121,2889.781119,3250.895306,3368.194716,3375.674975,3392.123878,3437.655517,3609.203331,3480.511665,3733.798671,4103.601637,4331.292053,4623.747897,4928.126409,4335.178411,4704.04776,5111.465987,5209.859264,4989.734089,4834.284009,4907.927415,4843.7499,5070.099503,5359.993789,5369.498371,4664.530242,4586.650509
Jordan,GDP per capita (current US$),,,,,,511.1029708,519.3735193,458.1277022,374.0829977,432.145547,371.5744949,374.8861448,418.5811357,484.3357223,596.4204473,659.7748406,804.7998473,962.0106438,1163.013013,1420.565995,1644.256458,1778.870784,1825.832545,1841.874544,1783.726598,1721.977409,2122.97043,2157.097871,1927.559405,1241.698005,1166.61093,1155.234236,1335.287511,1334.228922,1414.338911,1466.044512,1463.887967,1494.510627,1600.397931,1619.535865,1651.621798,1720.361427,1802.055064,1876.259338,2044.963723,2183.394643,2513.028732,2735.378767,3455.769953,3559.692102,3736.645462,3852.890025,3910.346894,4044.426869,4131.44735,4164.108769,4175.356602,4231.51828,4308.151074,4405.487109,4282.765825,4405.839424
Japan,GDP per capita (current US$),475.3190756,568.9077427,639.6407854,724.6937622,843.6168785,928.5188486,1068.55844,1239.318377,1451.337703,1684.659403,2056.122046,2272.077802,2967.041996,3974.745605,4353.824355,4674.445481,5197.622337,6335.286871,8820.691945,9103.564756,9463.353855,10360.17827,9575.607713,10421.21244,10978.91981,11576.69211,17113.26232,20748.99092,25059.00743,24822.77557,25371.46417,28915.0082,31414.98464,35681.96394,39933.51506,44197.6191,39150.03963,35638.23196,32423.75561,36610.16832,39169.35957,34406.18246,32820.79364,35387.03742,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39727.1166,40458.00188,39918.16756,39285.16311
Kazakhstan,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.463243,1514.923094,1515.737659,1429.078177,1316.183629,1288.188519,1350.30567,1445.503237,1468.669291,1130.117844,1229.001247,1490.92709,1658.030785,2068.123979,2874.288483,3771.278957,5291.575305,6771.414797,8458.017154,7165.223175,9070.488253,11634.0012,12386.69927,13890.63096,12807.26069,10510.77189,7714.841844,9247.581331,9812.626371,9812.595808,9121.637138,10041.48984
Kenya,GDP per capita (current US$),97.44550102,94.65129268,100.3944951,103.778721,108.2936884,104.7116739,118.2079104,120.9875906,128.397262,133.6653459,141.8804934,151.8299586,173.4947318,199.1142353,227.1059675,240.0831927,246.4868614,307.016432,348.8064444,394.6373811,442.5428212,401.6961835,362.6218506,324.3965017,323.3733809,308.6487027,351.0294899,372.7798687,377.1553527,361.1546922,361.3282651,332.4188107,324.1373782,220.0697184,265.2323057,325.7789291,421.3391971,445.8772551,465.909801,414.6793098,397.4826588,395.3294716,389.5426302,429.787819,451.6687666,511.6163943,685.9544229,825.666555,902.0699578,1035.338787,1080.296184,1085.487152,1271.815383,1354.820833,1462.220052,1464.554009,1525.235192,1633.491216,1794.091175,1909.304537,1872.124026,2006.83224
Kyrgyz Republic,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.1728912,575.6439745,513.0359437,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.0492288,279.6195693,308.4096116,321.7270332,380.5064324,433.2349766,476.55213,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1121.082835,1120.666513,1242.769643,1308.140165,1374.032105,1182.5217,1276.242643
Cambodia,GDP per capita (current US$),111.3424408,109.4603502,109.4811702,117.8234502,123.6459254,134.3042796,138.8429755,144.0117785,157.1901393,142.2652037,102.6789615,135.8487853,69.23329893,94.3585945,78.11203511,,,,,,,,,,,,,,,,,,,254.1166348,270.5429401,322.9315754,319.2863136,304.7647688,268.9903722,295.9031784,300.613679,321.1502236,338.9874773,362.3354822,408.5136388,474.1111921,539.7503289,631.5252576,745.609127,738.0547312,785.5026671,882.275614,950.880346,1013.420536,1093.495976,1162.904995,1269.591499,1385.260066,1512.126989,1643.121389,1547.511388,1590.95666
