Country,Series,Year,GDP per capita
,,1994,346.1029514
,,1995,373.7664808
,,1996,399.9500747
,,1997,415.4937978
,,1998,413.2989322
,,1999,441.9987604
,,2000,443.3141938
,,2001,451.5729973
,,2002,470.9867868
,,2003,546.7266135
,,2004,627.7742417
,,2005,714.8610154
,,2006,806.7532806
,,2007,1028.334772
,,2008,998.5223415
,,2009,1101.960838
,,2010,1357.563727
,,2011,1458.104066
,,2012,1443.882435
,,2013,1449.610451
,,2014,1573.885642
,,2015,1605.605445
,,2016,1732.554242
,,2017,1980.66702
,,2018,1998.259076
,,2019,2072.244897
,,2020,1933.101069
,,2021,2277.434347
Indonesia,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,53.53729568
,,1968,65.05304384
,,1969,74.60209639
,,1970,79.7145354
,,1971,79.17818799
,,1972,90.87617148
,,1973,131.0249053
,,1974,202.4954054
,,1975,233.1166609
,,1976,278.1966702
,,1977,333.6943767
,,1978,365.915842
,,1979,356.9213392
,,1980,491.5795329
,,1981,566.5777185
,,1982,583.6698355
,,1983,512.9591111
,,1984,525.3339435
,,1985,516.9609902
,,1986,474.8591605
,,1987,442.2154853
,,1988,481.781485
,,1989,530.0032545
,,1990,585.0765628
,,1991,631.7828578
,,1992,681.9383856
,,1993,827.9052662
,,1994,912.2032939
,,1995,1026.393436
,,1996,1137.410101
,,1997,1063.712376
,,1998,463.9481582
,,1999,671.0986097
,,2000,780.1902047
,,2001,748.2576087
,,2002,900.1775881
,,2003,1065.64852
,,2004,1150.261367
,,2005,1263.287332
,,2006,1589.801489
,,2007,1860.002811
,,2008,2166.854231
,,2009,2261.247309
,,2010,3122.362673
,,2011,3643.047176
,,2012,3694.35934
,,2013,3623.927241
,,2014,3491.637491
,,2015,3331.695115
,,2016,3562.816334
,,2017,3837.578024
,,2018,3893.859578
,,2019,4135.233344
,,2020,3870.55762
,,2021,4291.812554
"Iran, Islamic Rep.",GDP per capita (current US$),1960,191.680825
,,1961,196.9250906
,,1962,203.4373696
,,1963,208.132467
,,1964,221.3212827
,,1965,248.3411523
,,1966,264.9796277
,,1967,287.0829089
,,1968,318.9919066
,,1969,350.9135557
,,1970,384.9440425
,,1971,468.9569401
,,1972,570.3506238
,,1973,876.2681268
,,1974,1453.734123
,,1975,1581.930432
,,1976,2017.411084
,,1977,2315.893105
,,1978,2168.869791
,,1979,2427.465299
,,1980,2441.440618
,,1981,2499.988439
,,1982,3008.145921
,,1983,3583.329219
,,1984,3568.655486
,,1985,3805.581767
,,1986,4244.690326
,,1987,2617.70064
,,1988,2318.464457
,,1989,2197.956148
,,1990,2214.327688
,,1991,
,,1992,
,,1993,1067.307587
,,1994,1185.686421
,,1995,1569.255447
,,1996,1932.805016
,,1997,1804.336763
,,1998,1723.835367
,,1999,1756.896803
,,2000,1670.009674
,,2001,1909.412306
,,2002,1911.678649
,,2003,2253.935835
,,2004,2756.198822
,,2005,3246.051122
,,2006,3774.358055
,,2007,4904.666183
,,2008,5717.314148
,,2009,5709.948293
,,2010,6599.660938
,,2011,8389.273913
,,2012,8525.768136
,,2013,6443.029785
,,2014,5943.048107
,,2015,5200.680787
,,2016,5755.802448
,,2017,6032.065127
,,2018,4046.341864
,,2019,3514.042168
,,2020,2756.749977
,,2021,
Iraq,GDP per capita (current US$),1960,231.0258708
,,1961,245.0320867
,,1962,254.7015332
,,1963,250.7872054
,,1964,288.1634817
,,1965,
,,1966,
,,1967,
,,1968,312.8221085
,,1969,313.8171509
,,1970,330.8853685
,,1971,376.8917646
,,1972,388.1112804
,,1973,468.8540124
,,1974,1018.095783
,,1975,1151.818714
,,1976,1471.149534
,,1977,1591.882266
,,1978,1847.668968
,,1979,2852.111974
,,1980,3850.264419
,,1981,2693.156529
,,1982,2936.59679
,,1983,2747.965495
,,1984,3090.004177
,,1985,3112.995764
,,1986,2970.786753
,,1987,3492.276687
,,1988,3773.375417
,,1989,3873.619309
,,1990,10356.90305
,,1991,22.79534531
,,1992,30.08638701
,,1993,54.44157978
,,1994,204.2723883
,,1995,639.9231244
,,1996,502.028676
,,1997,968.5291421
,,1998,932.3097306
,,1999,1617.467894
,,2000,2058.264401
,,2001,1494.388802
,,2002,1320.734706
,,2003,854.8252808
,,2004,1391.963489
,,2005,1855.522348
,,2006,2373.209448
,,2007,3182.841351
,,2008,4636.639325
,,2009,3853.82862
,,2010,4657.280269
,,2011,6045.494567
,,2012,6836.073995
,,2013,7076.552265
,,2014,6637.684375
,,2015,4688.318017
,,2016,4550.658638
,,2017,4985.452879
,,2018,5915.850854
,,2019,5943.458455
,,2020,4583.747494
,,2021,5048.387813
Ireland,GDP per capita (current US$),1960,685.6147124
,,1961,739.2764064
,,1962,797.0062884
,,1963,852.1353017
,,1964,965.1354227
,,1965,1023.773726
,,1966,1074.506506
,,1967,1152.004952
,,1968,1124.516636
,,1969,1291.34992
,,1970,1486.514527
,,1971,1703.932183
,,1972,2080.465147
,,1973,2424.269047
,,1974,2516.927686
,,1975,2973.400123
,,1976,2919.583087
,,1977,3427.073436
,,1978,4399.986805
,,1979,5429.962001
,,1980,6372.437775
,,1981,5986.154109
,,1982,6160.638293
,,1983,5915.241772
,,1984,5692.027386
,,1985,6011.735546
,,1986,8112.171363
,,1987,9581.913086
,,1988,10715.87028
,,1989,11175.8166
,,1990,14031.30257
,,1991,14087.20744
,,1992,15714.38475
,,1993,14657.06155
,,1994,15902.92968
,,1995,19158.45648
,,1996,20835.89771
,,1997,22551.11391
,,1998,24294.85477
,,1999,26338.10775
,,2000,26334.56721
,,2001,28282.40988
,,2002,32705.43456
,,2003,41203.52958
,,2004,47754.20232
,,2005,50933.02161
,,2006,54329.16186
,,2007,61396.41746
,,2008,61353.10656
,,2009,52133.09062
,,2010,48655.36616
,,2011,52177.11268
,,2012,49026.02307
,,2013,51533.03457
,,2014,55599.8508
,,2015,62012.48493
,,2016,62861.63912
,,2017,69774.02897
,,2018,79107.60499
,,2019,80886.61574
,,2020,85422.54287
,,2021,99152.10257
Isle of Man,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,12681.61415
,,1996,14036.08285
,,1997,15991.22782
,,1998,18450.48294
,,1999,20624.8028
,,2000,20322.68202
,,2001,21351.11694
,,2002,24864.43629
,,2003,29522.27779
,,2004,35494.66734
,,2005,37766.67954
,,2006,42107.83723
,,2007,54196.30173
,,2008,70986.30133
,,2009,65029.01975
,,2010,69767.34336
,,2011,77349.22524
,,2012,79148.33225
,,2013,83357.13268
,,2014,92334.64631
,,2015,85126.97047
,,2016,82197.12677
,,2017,83477.83429
,,2018,89112.66772
,,2019,86481.55259
,,2020,
,,2021,
Israel,GDP per capita (current US$),1960,1229.174748
,,1961,1436.384439
,,1962,1094.635848
,,1963,1257.811405
,,1964,1375.892256
,,1965,1429.314605
,,1966,1513.883606
,,1967,1468.123862
,,1968,1647.877274
,,1969,1852.392539
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,18143.4991
,,1996,19357.10935
,,1997,19663.03842
,,1998,19427.07799
,,1999,19129.19479
,,2000,21061.48228
,,2001,20316.24805
,,2002,18439.64616
,,2003,18991.37985
,,2004,19910.61067
,,2005,20585.13861
,,2006,21853.14024
,,2007,24952.54759
,,2008,29650.77025
,,2009,27780.46372
,,2010,30780.02382
,,2011,33775.512
,,2012,32667.60687
,,2013,36499.45611
,,2014,37847.64994
,,2015,35808.43643
,,2016,37330.2618
,,2017,40774.12961
,,2018,42063.45313
,,2019,43951.24773
,,2020,44177.57122
,,2021,51430.07968
Italy,GDP per capita (current US$),1960,804.4926233
,,1961,887.3367446
,,1962,990.2601522
,,1963,1126.019337
,,1964,1222.54454
,,1965,1304.453817
,,1966,1402.442354
,,1967,1533.692877
,,1968,1651.939377
,,1969,1813.388126
,,1970,2106.863959
,,1971,2305.609751
,,1972,2671.137314
,,1973,3205.25204
,,1974,3621.145822
,,1975,4106.993868
,,1976,4033.099354
,,1977,4603.599701
,,1978,5610.498099
,,1979,6990.285807
,,1980,8456.918974
,,1981,7622.833328
,,1982,7556.523437
,,1983,7832.575387
,,1984,7739.715284
,,1985,7990.686566
,,1986,11315.01518
,,1987,14234.72864
,,1988,15744.66126
,,1989,16386.66221
,,1990,20825.78422
,,1991,21956.52977
,,1992,23243.47453
,,1993,18738.7639
,,1994,19337.6309
,,1995,20664.55227
,,1996,23081.60468
,,1997,21829.34582
,,1998,22318.1373
,,1999,22005.05454
,,2000,20137.59122
,,2001,20500.9544
,,2002,22376.2979
,,2003,27526.32246
,,2004,31317.20079
,,2005,32055.09208
,,2006,33529.7266
,,2007,37870.74751
,,2008,40944.91242
,,2009,37226.75719
,,2010,36035.645
,,2011,38649.63948
,,2012,35051.52127
,,2013,35560.08141
,,2014,35565.72138
,,2015,30242.38614
,,2016,30960.73151
,,2017,32406.72032
,,2018,34622.16967
,,2019,33673.47545
,,2020,31834.97262
,,2021,35551.28499
Jamaica,GDP per capita (current US$),1960,429.2541461
,,1961,453.0578344
,,1962,463.8905134
,,1963,485.2438081
,,1964,518.8138716
,,1965,553.4506858
,,1966,615.9643437
,,1967,636.6162749
,,1968,593.6247238
,,1969,644.0583348
,,1970,748.9594581
,,1971,808.6335546
,,1972,968.9729309
,,1973,968.9572294
,,1974,1188.550667
,,1975,1410.446
,,1976,1443.053458
,,1977,1561.735828
,,1978,1255.731737
,,1979,1137.027471
,,1980,1238.839069
,,1981,1356.016631
,,1982,1474.235401
,,1983,1593.184998
,,1984,1029.136715
,,1985,899.2567575
,,1986,1168.097303
,,1987,1383.761704
,,1988,1602.195824
,,1989,1832.758909
,,1990,1897.690884
,,1991,1683.331431
,,1992,1436.567481
,,1993,2189.528292
,,1994,2173.165848
,,1995,2596.010121
,,1996,2889.781119
,,1997,3250.895306
,,1998,3368.194716
,,1999,3375.674975
,,2000,3392.123878
,,2001,3437.655517
,,2002,3609.203331
,,2003,3480.511665
,,2004,3733.798671
,,2005,4103.601637
,,2006,4331.292053
,,2007,4623.747897
,,2008,4928.126409
,,2009,4335.178411
,,2010,4704.04776
,,2011,5111.465987
,,2012,5209.859264
,,2013,4989.734089
,,2014,4834.284009
,,2015,4907.927415
,,2016,4843.7499
,,2017,5070.099503
,,2018,5359.993789
,,2019,5369.498371
,,2020,4664.530242
,,2021,4586.650509
Japan,GDP per capita (current US$),1960,475.3190756
,,1961,568.9077427
,,1962,639.6407854
,,1963,724.6937622
,,1964,843.6168785
,,1965,928.5188486
,,1966,1068.55844
,,1967,1239.318377
,,1968,1451.337703
,,1969,1684.659403
,,1970,2056.122046
,,1971,2272.077802
,,1972,2967.041996
,,1973,3974.745605
,,1974,4353.824355
,,1975,4674.445481
,,1976,5197.622337
,,1977,6335.286871
,,1978,8820.691945
,,1979,9103.564756
,,1980,9463.353855
,,1981,10360.17827
,,1982,9575.607713
,,1983,10421.21244
,,1984,10978.91981
,,1985,11576.69211
,,1986,17113.26232
,,1987,20748.99092
,,1988,25059.00743
,,1989,24822.77557
,,1990,25371.46417
,,1991,28915.0082
,,1992,31414.98464
,,1993,35681.96394
,,1994,39933.51506
,,1995,44197.6191
,,1996,39150.03963
,,1997,35638.23196
,,1998,32423.75561
,,1999,36610.16832
,,2000,39169.35957
,,2001,34406.18246
,,2002,32820.79364
,,2003,35387.03742
,,2004,38298.98017
,,2005,37812.89502
,,2006,35991.546
,,2007,35779.02454
,,2008,39876.30397
,,2009,41308.99684
,,2010,44968.15623
,,2011,48760.07895
,,2012,49145.28043
,,2013,40898.6479
,,2014,38475.39525
,,2015,34960.63938
,,2016,39375.47316
,,2017,38834.05293
,,2018,39727.1166
,,2019,40458.00188
,,2020,39918.16756
,,2021,39285.16311
Jordan,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,511.1029708
,,1966,519.3735193
,,1967,458.1277022
,,1968,374.0829977
,,1969,432.145547
,,1970,371.5744949
,,1971,374.8861448
,,1972,418.5811357
,,1973,484.3357223
,,1974,596.4204473
,,1975,659.7748406
,,1976,804.7998473
,,1977,962.0106438
,,1978,1163.013013
,,1979,1420.565995
,,1980,1644.256458
,,1981,1778.870784
,,1982,1825.832545
,,1983,1841.874544
,,1984,1783.726598
,,1985,1721.977409
,,1986,2122.97043
,,1987,2157.097871
,,1988,1927.559405
,,1989,1241.698005
,,1990,1166.61093
,,1991,1155.234236
,,1992,1335.287511
,,1993,1334.228922
,,1994,1414.338911
,,1995,1466.044512
,,1996,1463.887967
,,1997,1494.510627
,,1998,1600.397931
,,1999,1619.535865
,,2000,1651.621798
,,2001,1720.361427
,,2002,1802.055064
,,2003,1876.259338
,,2004,2044.963723
,,2005,2183.394643
,,2006,2513.028732
,,2007,2735.378767
,,2008,3455.769953
,,2009,3559.692102
,,2010,3736.645462
,,2011,3852.890025
,,2012,3910.346894
,,2013,4044.426869
,,2014,4131.44735
,,2015,4164.108769
,,2016,4175.356602
,,2017,4231.51828
,,2018,4308.151074
,,2019,4405.487109
,,2020,4282.765825
,,2021,4405.839424
Kazakhstan,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,1647.463243
,,1991,1514.923094
,,1992,1515.737659
,,1993,1429.078177
,,1994,1316.183629
,,1995,1288.188519
,,1996,1350.30567
,,1997,1445.503237
,,1998,1468.669291
,,1999,1130.117844
,,2000,1229.001247
,,2001,1490.92709
,,2002,1658.030785
,,2003,2068.123979
,,2004,2874.288483
,,2005,3771.278957
,,2006,5291.575305
,,2007,6771.414797
,,2008,8458.017154
,,2009,7165.223175
,,2010,9070.488253
,,2011,11634.0012
,,2012,12386.69927
,,2013,13890.63096
,,2014,12807.26069
,,2015,10510.77189
,,2016,7714.841844
,,2017,9247.581331
,,2018,9812.626371
,,2019,9812.595808
,,2020,9121.637138
,,2021,10041.48984
Kenya,GDP per capita (current US$),1960,97.44550102
,,1961,94.65129268
,,1962,100.3944951
,,1963,103.778721
,,1964,108.2936884
,,1965,104.7116739
,,1966,118.2079104
,,1967,120.9875906
,,1968,128.397262
,,1969,133.6653459
,,1970,141.8804934
,,1971,151.8299586
,,1972,173.4947318
,,1973,199.1142353
,,1974,227.1059675
,,1975,240.0831927
,,1976,246.4868614
,,1977,307.016432
,,1978,348.8064444
,,1979,394.6373811
,,1980,442.5428212
,,1981,401.6961835
,,1982,362.6218506
,,1983,324.3965017
,,1984,323.3733809
,,1985,308.6487027
,,1986,351.0294899
,,1987,372.7798687
,,1988,377.1553527
,,1989,361.1546922
,,1990,361.3282651
,,1991,332.4188107
,,1992,324.1373782
,,1993,220.0697184
,,1994,265.2323057
,,1995,325.7789291
,,1996,421.3391971
,,1997,445.8772551
,,1998,465.909801
,,1999,414.6793098
,,2000,397.4826588
,,2001,395.3294716
,,2002,389.5426302
,,2003,429.787819
,,2004,451.6687666
,,2005,511.6163943
,,2006,685.9544229
,,2007,825.666555
,,2008,902.0699578
,,2009,1035.338787
,,2010,1080.296184
,,2011,1085.487152
,,2012,1271.815383
,,2013,1354.820833
,,2014,1462.220052
,,2015,1464.554009
,,2016,1525.235192
,,2017,1633.491216
,,2018,1794.091175
,,2019,1909.304537
,,2020,1872.124026
,,2021,2006.83224
Kiribati,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,279.5213239
,,1971,293.9385613
,,1972,358.8162377
,,1973,592.0806924
,,1974,1576.124975
,,1975,999.4160647
,,1976,735.1242355
,,1977,682.6769224
,,1978,784.7191836
,,1979,728.9361104
,,1980,652.9201724
,,1981,688.3379652
,,1982,666.3502247
,,1983,612.897464
,,1984,657.3617116
,,1985,502.0417322
,,1986,489.8259877
,,1987,499.802782
,,1988,621.9999015
,,1989,580.3853498
,,1990,549.9010785
,,1991,644.7808349
,,1992,638.4896458
,,1993,619.7200492
,,1994,715.1950992
,,1995,724.9218715
,,1996,842.9911892
,,1997,842.2392327
,,1998,801.0843947
,,1999,832.0247088
,,2000,796.8032036
,,2001,735.0691064
,,2002,826.9168653
,,2003,1015.667006
,,2004,1131.152504
,,2005,1214.635603
,,2006,1168.473302
,,2007,1374.395199
,,2008,1428.134977
,,2009,1312.023455
,,2010,1508.789745
,,2011,1724.980257
,,2012,1782.924951
,,2013,1710.592937
,,2014,1625.9913
,,2015,1535.162783
,,2016,1586.344978
,,2017,1648.594957
,,2018,1693.950155
,,2019,1512.95277
,,2020,1514.591059
,,2021,
North Korea,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,
,,2003,
,,2004,
,,2005,
,,2006,
,,2007,
,,2008,
,,2009,
,,2010,
,,2011,
,,2012,
,,2013,
,,2014,
,,2015,
,,2016,
,,2017,
,,2018,
,,2019,
,,2020,
,,2021,
South Korea,GDP per capita (current US$),1960,158.2493033
,,1961,93.82864905
,,1962,106.1485057
,,1963,146.3143419
,,1964,123.6034948
,,1965,108.7221312
,,1966,133.4748485
,,1967,161.159931
,,1968,198.431298
,,1969,243.4224129
,,1970,279.3049689
,,1971,301.1765677
,,1972,324.1962768
,,1973,406.8988301
,,1974,563.3559578
,,1975,617.4560619
,,1976,834.134208
,,1977,1055.880041
,,1978,1405.822374
,,1979,1783.622313
,,1980,1715.42946
,,1981,1883.451279
,,1982,1992.528225
,,1983,2198.934472
,,1984,2413.263925
,,1985,2482.399956
,,1986,2834.903848
,,1987,3554.595206
,,1988,4748.629608
,,1989,5817.029181
,,1990,6610.036508
,,1991,7636.982429
,,1992,8126.67039
,,1993,8884.928319
,,1994,10385.33617
,,1995,12564.77813
,,1996,13403.04959
,,1997,12398.48003
,,1998,8281.699982
,,1999,10672.41793
,,2000,12256.99357
,,2001,11561.24837
,,2002,13165.06574
,,2003,14672.85747
,,2004,16496.12009
,,2005,19402.50263
,,2006,21743.47745
,,2007,24086.41044
,,2008,21350.42798
,,2009,19143.85161
,,2010,23087.22564
,,2011,25096.26388
,,2012,25466.76052
,,2013,27182.73431
,,2014,29249.57522
,,2015,28732.23108
,,2016,29288.87044
,,2017,31616.8434
,,2018,33436.92306
,,2019,31902.4169
,,2020,31597.50465
,,2021,34757.72007
Kosovo,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,
,,2003,
,,2004,
,,2005,
,,2006,
,,2007,
,,2008,2965.449915
,,2009,2847.555339
,,2010,3009.559334
,,2011,3540.891789
,,2012,3410.85978
,,2013,3704.784221
,,2014,3902.676013
,,2015,3520.766449
,,2016,3759.560246
,,2017,4009.380987
,,2018,4384.048892
,,2019,4416.108358
,,2020,4310.811183
,,2021,4986.582469
Kuwait,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,4443.452338
,,1966,4571.155742
,,1967,4230.847778
,,1968,4207.731536
,,1969,4019.803916
,,1970,3860.579007
,,1971,4858.728915
,,1972,5224.917155
,,1973,5971.798916
,,1974,13521.66733
,,1975,11768.4683
,,1976,12093.26837
,,1977,12253.86654
,,1978,12663.48935
,,1979,19093.01649
,,1980,20924.21201
,,1981,17408.51822
,,1982,14312.45856
,,1983,13233.83966
,,1984,13132.76511
,,1985,12356.87866
,,1986,9771.141271
,,1987,11535.17454
,,1988,10169.04084
,,1989,11617.10646
,,1990,8794.606046
,,1991,5419.588163
,,1992,
,,1993,
,,1994,
,,1995,16932.08504
,,1996,19358.37054
,,1997,17748.84942
,,1998,14166.16413
,,1999,15435.13113
,,2000,18440.37852
,,2001,16587.24865
,,2002,17846.37616
,,2003,22148.37815
,,2004,27011.654
,,2005,35591.03713
,,2006,42781.56475
,,2007,45782.14857
,,2008,55494.9301
,,2009,37561.72593
,,2010,38577.49828
,,2011,48631.7834
,,2012,51979.12069
,,2013,49388.05338
,,2014,44062.34091
,,2015,29869.55275
,,2016,27653.15762
,,2017,29759.46747
,,2018,33399.06048
,,2019,32373.25111
,,2020,24811.76971
,,2021,
Kyrgyz Republic,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,609.1728912
,,1991,575.6439745
,,1992,513.0359437
,,1993,449.0657902
,,1994,372.30781
,,1995,364.2264974
,,1996,394.8601215
,,1997,376.4296133
,,1998,345.1381316
,,1999,258.0492288
,,2000,279.6195693
,,2001,308.4096116
,,2002,321.7270332
,,2003,380.5064324
,,2004,433.2349766
,,2005,476.55213
,,2006,543.1107024
,,2007,721.7686908
,,2008,966.3936272
,,2009,871.2243893
,,2010,880.0377751
,,2011,1123.883168
,,2012,1177.974735
,,2013,1282.437162
,,2014,1279.769783
,,2015,1121.082835
,,2016,1120.666513
,,2017,1242.769643
,,2018,1308.140165
,,2019,1374.032105
,,2020,1182.5217
,,2021,1276.242643
Lao PDR,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,489.9577437
,,1985,641.7401976
,,1986,468.3042981
,,1987,278.393228
,,1988,148.9650659
,,1989,172.523209
,,1990,203.2560175
,,1991,234.7643383
,,1992,250.6044968
,,1993,287.3948429
,,1994,325.9416118
,,1995,363.8800524
,,1996,378.4286058
,,1997,345.9218442
,,1998,248.8390915
,,1999,277.810213
,,2000,325.1869371
,,2001,326.9417867
,,2002,320.0614597
,,2003,362.8214135
,,2004,417.9291685
,,2005,475.6107962
,,2006,591.000192
,,2007,710.3764067
,,2008,900.7387639
,,2009,949.1783811
,,2010,1141.235703
,,2011,1378.498492
,,2012,1581.62871
,,2013,1831.936916
,,2014,1999.958203
,,2015,2140.044323
,,2016,2324.400917
,,2017,2455.211559
,,2018,2569.093892
,,2019,2613.944427
,,2020,2608.982833
,,2021,2551.326081
Latvia,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,2329.576733
,,1996,2431.709
,,1997,2683.241368
,,1998,2973.534843
,,1999,3151.577018
,,2000,3361.640869
,,2001,3578.0019
,,2002,4136.933297
,,2003,5145.195232
,,2004,6378.666521
,,2005,7594.902384
,,2006,9723.446902
,,2007,14113.52913
,,2008,16467.14369
,,2009,12331.92855
,,2010,11420.994
,,2011,13338.96224
,,2012,13847.33794
,,2013,15007.49186
,,2014,15742.39134
,,2015,13786.4568
,,2016,14331.75159
,,2017,15695.11515
,,2018,17865.03109
,,2019,17926.84159
,,2020,17703.95344
,,2021,20642.16792
Lebanon,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,1234.239313
,,1989,996.9046381
,,1990,1012.648216
,,1991,1605.371904
,,1992,1899.65101
,,1993,2446.527693
,,1994,2820.486187
,,1995,3321.297267
,,1996,3791.607617
,,1997,4305.641769
,,1998,4669.585388
,,1999,4640.384413
,,2000,4491.641934
,,2001,4422.389292
,,2002,4579.459593
,,2003,4576.387617
,,2004,4630.790585
,,2005,4575.107459
,,2006,4626.853003
,,2007,5207.792723
,,2008,6111.327281
,,2009,7354.953605
,,2010,7761.641489
,,2011,7675.30894
,,2012,7948.685449
,,2013,7928.28957
,,2014,7681.657944
,,2015,7643.008718
,,2016,7617.689634
,,2017,7776.034642
,,2018,8003.827612
,,2019,7527.44306
,,2020,3801.792743
,,2021,2670.441956
Lesotho,GDP per capita (current US$),1960,41.30036454
,,1961,41.85674859
,,1962,48.16203156
,,1963,53.08783393
,,1964,57.47005138
,,1965,59.50177373
,,1966,60.20278873
,,1967,61.58381798
,,1968,62.46399613
,,1969,65.57904294
,,1970,66.80592968
,,1971,72.65886604
,,1972,75.12364839
,,1973,109.876874
,,1974,133.4173662
,,1975,128.8431755
,,1976,123.7134401
,,1977,157.3488151
,,1978,210.6837023
,,1979,222.7291009
,,1980,321.9987319
,,1981,315.1295639
,,1982,246.4011487
,,1983,266.1885605
,,1984,223.6435731
,,1985,176.0181377
,,1986,204.1784867
,,1987,252.3027525
,,1988,288.4066208
,,1989,297.2612441
,,1990,350.0587845
,,1991,404.1982497
,,1992,466.2747021
,,1993,458.5533069
,,1994,471.8420449
,,1995,527.6998379
,,1996,489.1310607
,,1997,507.0978889
,,1998,464.804531
,,1999,451.9269342
,,2000,436.4881373
,,2001,405.6057121
,,2002,382.1896086
,,2003,573.6517781
,,2004,753.3759044
,,2005,842.812631
,,2006,904.6061298
,,2007,846.5423208
,,2008,889.1342855
,,2009,874.7298605
,,2010,1119.843641
,,2011,1287.269536
,,2012,1229.636232
,,2013,1166.911756
,,2014,1194.575627
,,2015,1146.064688
,,2016,1018.784872
,,2017,1102.629728
,,2018,1192.48432
,,2019,1153.388058
,,2020,1050.631634
,,2021,1166.461667
Liberia,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
